fecha,modo,afluencia
2023-10-14,Trolebús,218857
2023-10-15,Metro,1795922
2023-10-15,Ecobici,27226
2023-10-15,Metrobús,823163
2023-10-15,RTP,225162
2023-10-15,Tren Ligero,35010
2023-10-15,Cablebús,80282
2023-10-15,Trolebús,159057
2023-10-16,Metro,3358477
2023-10-16,Ecobici,47251
2023-10-16,Metrobús,1667748
2023-10-16,RTP,447229
2023-10-16,Tren Ligero,85554
2023-10-16,Cablebús,132371
2023-10-16,Trolebús,314206
2023-10-17,Metro,3438928
2023-10-17,Ecobici,52588
2023-10-17,Metrobús,1683842
2023-10-17,RTP,415226
2023-10-17,Tren Ligero,88418
2023-10-17,Cablebús,130880
2023-10-17,Trolebús,306055
2023-10-18,Metro,3491026
2023-10-18,Ecobici,53865
2023-10-18,Metrobús,1695724
2023-10-18,RTP,453391
2023-10-18,Tren Ligero,87864
2023-10-18,Cablebús,132924
2023-10-18,Trolebús,311834
2023-10-19,Metro,3558239
2023-10-19,Ecobici,53904
2023-10-19,Metrobús,1687442
2023-10-19,RTP,488305
2023-10-19,Tren Ligero,88270
2023-10-19,Cablebús,131544
2023-10-19,Trolebús,307646
2023-10-20,Metro,3574271
2023-10-20,Ecobici,51167
2023-10-20,Metrobús,1730368
2023-10-20,RTP,447220
2023-10-20,Tren Ligero,88713
2023-10-20,Cablebús,135383
2023-10-20,Trolebús,309102
2023-10-21,Metro,2883466
2023-10-21,Ecobici,33766
2023-10-21,Metrobús,1196874
2023-10-21,RTP,310957
2023-10-21,Tren Ligero,70229
2023-10-21,Cablebús,117522
2023-10-21,Trolebús,229122
2023-10-22,Metro,1975967
2023-10-22,Ecobici,34014
2023-10-22,Metrobús,837273
2023-10-22,RTP,241878
2023-10-22,Tren Ligero,40315
2023-10-22,Cablebús,88508
2023-10-22,Trolebús,170866
2023-10-23,Metro,3415601
2023-10-23,Ecobici,50984
2023-10-23,Metrobús,1665576
2023-10-23,RTP,445415
2023-10-23,Tren Ligero,86777
2023-10-23,Cablebús,129278
2023-10-23,Trolebús,292095
2023-10-24,Metro,3491867
2023-10-24,Ecobici,45078
2023-10-24,Metrobús,1653335
2023-10-24,RTP,442855
2023-10-24,Tren Ligero,83588
2023-10-24,Cablebús,130358
2023-10-24,Trolebús,301863
2023-10-25,Metro,3455796
2023-10-25,Ecobici,43852
2023-10-25,Metrobús,1705527
2023-10-25,RTP,425271
2023-10-25,Tren Ligero,84644
2023-10-25,Cablebús,129343
2023-10-25,Trolebús,295787
2023-10-26,Metro,3532080
2023-10-26,Ecobici,54724
2023-10-26,Metrobús,1690372
2023-10-26,RTP,442278
2023-10-26,Tren Ligero,88306
2023-10-26,Cablebús,129146
2023-10-26,Trolebús,301262
2023-10-27,Metro,3705956
2023-10-27,Ecobici,50839
2023-10-27,Metrobús,1741851
2023-10-27,RTP,423099
2023-10-27,Tren Ligero,89521
2023-10-27,Cablebús,140258
2023-10-27,Trolebús,293811
2023-10-28,Metro,3007788
2023-10-28,Ecobici,45983
2023-10-28,Metrobús,1192868
2023-10-28,RTP,300642
2023-10-28,Tren Ligero,62099
2023-10-28,Cablebús,118017
2023-10-28,Trolebús,216600
2023-10-29,Metro,1998488
2023-10-29,Ecobici,30602
2023-10-29,Metrobús,834269
2023-10-29,RTP,201252
2023-10-29,Tren Ligero,40002
2023-10-29,Cablebús,84482
2023-10-29,Trolebús,157950
2023-10-30,Metro,3520838
2023-10-30,Ecobici,52111
2023-10-30,Metrobús,1653789
2023-10-30,RTP,402898
2023-10-30,Tren Ligero,83120
2023-10-30,Cablebús,133964
2023-10-30,Trolebús,296973
2023-10-31,Metro,3639679
2023-10-31,Ecobici,56239
2023-10-31,Metrobús,1675496
2023-10-31,RTP,391726
2023-10-31,Tren Ligero,87191
2023-10-31,Cablebús,137411
2023-10-31,Trolebús,299251
2023-11-01,Metro,3239924
2023-11-01,Ecobici,50332
2023-11-01,Metrobús,1449711
2023-11-01,RTP,305810
2023-11-01,Tren Ligero,73286
2023-11-01,Cablebús,132416
2023-11-01,Trolebús,273709
2023-11-02,Metro,2352122
2023-11-02,Ecobici,37505
2023-11-02,Metrobús,976963
2023-11-02,RTP,216185
2023-11-02,Tren Ligero,44146
2023-11-02,Cablebús,90171
2023-11-02,Trolebús,192823
2023-11-03,Metro,3108635
2023-11-03,Ecobici,46201
2023-11-03,Metrobús,1421825
2023-11-03,RTP,318611
2023-11-03,Tren Ligero,71012
2023-11-03,Cablebús,115244
2023-11-03,Trolebús,250347
2023-11-04,Metro,2963955
2023-11-04,Ecobici,35427
2023-11-04,Metrobús,1037294
2023-11-04,RTP,211729
2023-11-04,Tren Ligero,66428
2023-11-04,Cablebús,115218
2023-11-04,Trolebús,191498
2023-11-05,Metro,1839333
2023-11-05,Ecobici,32304
2023-11-05,Metrobús,798172
2023-11-05,RTP,164254
2023-11-05,Tren Ligero,34378
2023-11-05,Cablebús,82438
2023-11-05,Trolebús,149593
2023-11-06,Metro,3564132
2023-11-06,Ecobici,52581
2023-11-06,Metrobús,1646394
2023-11-06,RTP,342559
2023-11-06,Tren Ligero,87095
2023-11-06,Cablebús,136513
2023-11-06,Trolebús,286440
2023-11-07,Metro,3614653
2023-11-07,Ecobici,57460
2023-11-07,Metrobús,1686853
2023-11-07,RTP,347089
2023-11-07,Tren Ligero,87200
2023-11-07,Cablebús,134459
2023-11-07,Trolebús,298621
2023-11-08,Metro,3687659
2023-11-08,Ecobici,56713
2023-11-08,Metrobús,1704383
2023-11-08,RTP,356650
2023-11-08,Tren Ligero,86911
2023-11-08,Cablebús,140265
2023-11-08,Trolebús,295199
2023-11-09,Metro,3688130
2023-11-09,Ecobici,51452
2023-11-09,Metrobús,1673884
2023-11-09,RTP,356829
2023-11-09,Tren Ligero,85405
2023-11-09,Cablebús,133978
2023-11-09,Trolebús,294181
2023-11-10,Metro,3604674
2023-11-10,Ecobici,54085
2023-11-10,Metrobús,1731307
2023-11-10,RTP,388439
2023-11-10,Tren Ligero,85845
2023-11-10,Cablebús,140449
2023-11-10,Trolebús,294770
2023-11-11,Metro,2810453
2023-11-11,Ecobici,34211
2023-11-11,Metrobús,1179382
2023-11-11,RTP,243613
2023-11-11,Tren Ligero,58066
2023-11-11,Cablebús,114634
2023-11-11,Trolebús,204058
2023-11-12,Metro,1774603
2023-11-12,Ecobici,33226
2023-11-12,Metrobús,837713
2023-11-12,RTP,179537
2023-11-12,Tren Ligero,42857
2023-11-12,Cablebús,85718
2023-11-12,Trolebús,146149
2023-11-13,Metro,3414797
2023-11-13,Ecobici,55306
2023-11-13,Metrobús,1674336
2023-11-13,RTP,387657
2023-11-13,Tren Ligero,84897
2023-11-13,Cablebús,133618
2023-11-13,Trolebús,288866
2023-11-14,Metro,3541290
2023-11-14,Ecobici,57022
2023-11-14,Metrobús,1726078
2023-11-14,RTP,378789
2023-11-14,Tren Ligero,86832
2023-11-14,Cablebús,137404
2023-11-14,Trolebús,307528
2023-11-15,Metro,3672925
2023-11-15,Ecobici,58306
2023-11-15,Metrobús,1709334
2023-11-15,RTP,378387
2023-11-15,Tren Ligero,88136
2023-11-15,Cablebús,138181
2023-11-15,Trolebús,312728
2023-11-16,Metro,3635876
2023-11-16,Ecobici,56913
2023-11-16,Metrobús,1742778
2023-11-16,RTP,389534
2023-11-16,Tren Ligero,84794
2023-11-16,Cablebús,135337
2023-11-16,Trolebús,308485
2023-11-17,Metro,3714458
2023-11-17,Ecobici,53618
2023-11-17,Metrobús,1776653
2023-11-17,RTP,380485
2023-11-17,Tren Ligero,84255
2023-11-17,Cablebús,134472
2023-11-17,Trolebús,296951
2023-11-18,Metro,2891108
2023-11-18,Ecobici,32259
2023-11-18,Metrobús,1196989
2023-11-18,RTP,243534
2023-11-18,Tren Ligero,56907
2023-11-18,Cablebús,118973
2023-11-18,Trolebús,216595
2023-11-19,Metro,1881074
2023-11-19,Ecobici,31120
2023-11-19,Metrobús,801746
2023-11-19,RTP,191119
2023-11-19,Tren Ligero,39755
2023-11-19,Cablebús,87940
2023-11-19,Trolebús,163361
2023-11-20,Metro,1939114
2023-11-20,Ecobici,30497
2023-11-20,Metrobús,886613
2023-11-20,RTP,209308
2023-11-20,Tren Ligero,38305
2023-11-20,Cablebús,85989
2023-11-20,Trolebús,161432
2023-11-21,Metro,3443937
2023-11-21,Ecobici,54595
2023-11-21,Metrobús,1666273
2023-11-21,RTP,373952
2023-11-21,Tren Ligero,92874
2023-11-21,Cablebús,131444
2023-11-21,Trolebús,296861
2023-11-22,Metro,3498385
2023-11-22,Ecobici,47805
2023-11-22,Metrobús,1647509
2023-11-22,RTP,356500
2023-11-22,Tren Ligero,84116
2023-11-22,Cablebús,131108
2023-11-22,Trolebús,291575
2023-11-23,Metro,3491772
2023-11-23,Ecobici,53462
2023-11-23,Metrobús,1713445
2023-11-23,RTP,350866
2023-11-23,Tren Ligero,81324
2023-11-23,Cablebús,127962
2023-11-23,Trolebús,293396
2023-11-24,Metro,3612482
2023-11-24,Ecobici,54179
2023-11-24,Metrobús,1660615
2023-11-24,RTP,361589
2023-11-24,Tren Ligero,80861
2023-11-24,Cablebús,136301
2023-11-24,Trolebús,296320
2023-11-25,Metro,2817076
2023-11-25,Ecobici,32725
2023-11-25,Metrobús,1139801
2023-11-25,RTP,240107
2023-11-25,Tren Ligero,55598
2023-11-25,Cablebús,114765
2023-11-25,Trolebús,197382
2023-11-26,Metro,1859274
2023-11-26,Ecobici,29885
2023-11-26,Metrobús,851555
2023-11-26,RTP,184731
2023-11-26,Tren Ligero,34562
2023-11-26,Cablebús,85196
2023-11-26,Trolebús,159329
2023-11-27,Metro,3403271
2023-11-27,Ecobici,52775
2023-11-27,Metrobús,1646267
2023-11-27,RTP,372082
2023-11-27,Tren Ligero,82825
2023-11-27,Cablebús,130142
2023-11-27,Trolebús,289689
2023-11-28,Metro,3511237
2023-11-28,Ecobici,56027
2023-11-28,Metrobús,1710604
2023-11-28,RTP,374288
2023-11-28,Tren Ligero,85254
2023-11-28,Cablebús,133407
2023-11-28,Trolebús,296414
2023-11-29,Metro,3574043
2023-11-29,Ecobici,54921
2023-11-29,Metrobús,1743610
2023-11-29,RTP,380431
2023-11-29,Tren Ligero,83385
2023-11-29,Cablebús,132194
2023-11-29,Trolebús,292537
2023-11-30,Metro,3568292
2023-11-30,Ecobici,57830
2023-11-30,Metrobús,1762960
2023-11-30,RTP,390639
2023-11-30,Tren Ligero,84387
2023-11-30,Cablebús,134577
2023-11-30,Trolebús,292910
2023-12-01,Metro,3645362
2023-12-01,Ecobici,55344
2023-12-01,Metrobús,1768372
2023-12-01,RTP,392281
2023-12-01,Tren Ligero,88214
2023-12-01,Cablebús,137476
2023-12-01,Trolebús,302418
2023-12-02,Metro,3065194
2023-12-02,Ecobici,36539
2023-12-02,Metrobús,1172937
2023-12-02,RTP,266519
2023-12-02,Tren Ligero,72732
2023-12-02,Cablebús,120662
2023-12-02,Trolebús,220948
2023-12-03,Metro,2005758
2023-12-03,Ecobici,31880
2023-12-03,Metrobús,886995
2023-12-03,RTP,195195
2023-12-03,Tren Ligero,36812
2023-12-03,Cablebús,89767
2023-12-03,Trolebús,164080
2023-12-04,Metro,3540000
2023-12-04,Ecobici,53415
2023-12-04,Metrobús,1662797
2023-12-04,RTP,399744
2023-12-04,Tren Ligero,80204
2023-12-04,Cablebús,134024
2023-12-04,Trolebús,283104
2023-12-05,Metro,3665089
2023-12-05,Ecobici,58402
2023-12-05,Metrobús,1689879
2023-12-05,RTP,384368
2023-12-05,Tren Ligero,83232
2023-12-05,Cablebús,131050
2023-12-05,Trolebús,293981
2023-12-06,Metro,3607244
2023-12-06,Ecobici,55101
2023-12-06,Metrobús,1709449
2023-12-06,RTP,382769
2023-12-06,Tren Ligero,82486
2023-12-06,Cablebús,132850
2023-12-06,Trolebús,290196
2023-12-07,Metro,3636009
2023-12-07,Ecobici,49538
2023-12-07,Metrobús,1773294
2023-12-07,RTP,377730
2023-12-07,Tren Ligero,81963
2023-12-07,Cablebús,129410
2023-12-07,Trolebús,287907
2023-12-08,Metro,3703929
2023-12-08,Ecobici,53047
2023-12-08,Metrobús,1806056
2023-12-08,RTP,384312
2023-12-08,Tren Ligero,83883
2023-12-08,Cablebús,138281
2023-12-08,Trolebús,289254
2023-12-09,Metro,2978039
2023-12-09,Ecobici,32926
2023-12-09,Metrobús,1238687
2023-12-09,RTP,240102
2023-12-09,Tren Ligero,72997
2023-12-09,Cablebús,121901
2023-12-09,Trolebús,211650
2023-12-10,Metro,2058296
2023-12-10,Ecobici,30807
2023-12-10,Metrobús,867842
2023-12-10,RTP,188824
2023-12-10,Tren Ligero,37299
2023-12-10,Cablebús,94271
2023-12-10,Trolebús,154814
2023-12-11,Metro,3432041
2023-12-11,Ecobici,43308
2023-12-11,Metrobús,1512556
2023-12-11,RTP,369055
2023-12-11,Tren Ligero,76422
2023-12-11,Cablebús,126145
2023-12-11,Trolebús,256011
2023-12-12,Metro,3033228
2023-12-12,Ecobici,43691
2023-12-12,Metrobús,1397628
2023-12-12,RTP,331263
2023-12-12,Tren Ligero,61228
2023-12-12,Cablebús,112089
2023-12-12,Trolebús,232759
2023-12-13,Metro,3451789
2023-12-13,Ecobici,54000
2023-12-13,Metrobús,1704592
2023-12-13,RTP,365533
2023-12-13,Tren Ligero,72781
2023-12-13,Cablebús,129961
2023-12-13,Trolebús,267194
2023-12-14,Metro,3473768
2023-12-14,Ecobici,54162
2023-12-14,Metrobús,1720262
2023-12-14,RTP,351975
2023-12-14,Tren Ligero,83281
2023-12-14,Cablebús,130060
2023-12-14,Trolebús,279562
2023-12-15,Metro,3544220
2023-12-15,Ecobici,49527
2023-12-15,Metrobús,1718068
2023-12-15,RTP,347816
2023-12-15,Tren Ligero,79545
2023-12-15,Cablebús,129346
2023-12-15,Trolebús,276015
2023-12-16,Metro,2985515
2023-12-16,Ecobici,31340
2023-12-16,Metrobús,1238727
2023-12-16,RTP,230461
2023-12-16,Tren Ligero,56679
2023-12-16,Cablebús,121105
2023-12-16,Trolebús,209702
2023-12-17,Metro,2240951
2023-12-17,Ecobici,29889
2023-12-17,Metrobús,907501
2023-12-17,RTP,193553
2023-12-17,Tren Ligero,54411
2023-12-17,Cablebús,108051
2023-12-17,Trolebús,179361
2023-12-18,Metro,3346300
2023-12-18,Ecobici,47500
2023-12-18,Metrobús,1485251
2023-12-18,RTP,328363
2023-12-18,Tren Ligero,69212
2023-12-18,Cablebús,126403
2023-12-18,Trolebús,276563
2023-12-19,Metro,3364297
2023-12-19,Ecobici,48684
2023-12-19,Metrobús,1565527
2023-12-19,RTP,308482
2023-12-19,Tren Ligero,67807
2023-12-19,Cablebús,123267
2023-12-19,Trolebús,278832
2023-12-20,Metro,3455312
2023-12-20,Ecobici,48667
2023-12-20,Metrobús,1567577
2023-12-20,RTP,308190
2023-12-20,Tren Ligero,67898
2023-12-20,Cablebús,128314
2023-12-20,Trolebús,282221
2023-12-21,Metro,3373105
2023-12-21,Ecobici,45702
2023-12-21,Metrobús,1556806
2023-12-21,RTP,303241
2023-12-21,Tren Ligero,75299
2023-12-21,Cablebús,123619
2023-12-21,Trolebús,274776
2023-12-22,Metro,3305002
2023-12-22,Ecobici,41187
2023-12-22,Metrobús,1484025
2023-12-22,RTP,290823
2023-12-22,Tren Ligero,65157
2023-12-22,Cablebús,123788
2023-12-22,Trolebús,259268
2023-12-23,Metro,2716231
2023-12-23,Ecobici,30246
2023-12-23,Metrobús,1073309
2023-12-23,RTP,209096
2023-12-23,Tren Ligero,45396
2023-12-23,Cablebús,114272
2023-12-23,Trolebús,200053
2023-12-24,Metro,1486898
2023-12-24,Ecobici,17493
2023-12-24,Metrobús,557098
2023-12-24,RTP,126121
2023-12-24,Tren Ligero,23654
2023-12-24,Cablebús,78848
2023-12-24,Trolebús,114057
2023-12-25,Metro,1052493
2023-12-25,Ecobici,11242
2023-12-25,Metrobús,472640
2023-12-25,RTP,108294
2023-12-25,Tren Ligero,18126
2023-12-25,Cablebús,70274
2023-12-25,Trolebús,89108
2023-12-26,Metro,2519952
2023-12-26,Ecobici,29956
2023-12-26,Metrobús,1145714
2023-12-26,RTP,241824
2023-12-26,Tren Ligero,47228
2023-12-26,Cablebús,100050
2023-12-26,Trolebús,212053
2023-12-27,Metro,2755686
2023-12-27,Ecobici,33993
2023-12-27,Metrobús,1222656
2023-12-27,RTP,238711
2023-12-27,Tren Ligero,50541
2023-12-27,Cablebús,103656
2023-12-27,Trolebús,225316
2023-12-28,Metro,2829770
2023-12-28,Ecobici,34653
2023-12-28,Metrobús,1283335
2023-12-28,RTP,243610
2023-12-28,Tren Ligero,50173
2023-12-28,Cablebús,107929
2023-12-28,Trolebús,231537
2023-12-29,Metro,2826431
2023-12-29,Ecobici,33254
2023-12-29,Metrobús,1260798
2023-12-29,RTP,246711
2023-12-29,Tren Ligero,53388
2023-12-29,Cablebús,111185
2023-12-29,Trolebús,232591
2023-12-30,Metro,2377940
2023-12-30,Ecobici,23513
2023-12-30,Metrobús,962187
2023-12-30,RTP,185336
2023-12-30,Tren Ligero,41198
2023-12-30,Cablebús,104331
2023-12-30,Trolebús,185194
2023-12-31,Metro,1283768
2023-12-31,Ecobici,19130
2023-12-31,Metrobús,572969
2023-12-31,RTP,122792
2023-12-31,Tren Ligero,22396
2023-12-31,Cablebús,74994
2023-12-31,Trolebús,108855
2024-01-01,Metro,987685
2024-01-01,Ecobici,12953
2024-01-01,Metrobús,467242
2024-01-01,RTP,96232
2024-01-01,Tren Ligero,18485
2024-01-01,Cablebús,70309
2024-01-01,Trolebús,89164
2024-01-02,Metro,2642690
2024-01-02,Ecobici,36665
2024-01-02,Metrobús,1244718
2024-01-02,RTP,261522
2024-01-02,Tren Ligero,41046
2024-01-02,Cablebús,105240
2024-01-02,Trolebús,224571
2024-01-03,Metro,2980536
2024-01-03,Ecobici,43762
2024-01-03,Metrobús,1415278
2024-01-03,RTP,269797
2024-01-03,Tren Ligero,43233
2024-01-03,Cablebús,113516
2024-01-03,Trolebús,248898
2024-01-04,Metro,3065296
2024-01-04,Ecobici,45784
2024-01-04,Metrobús,1482251
2024-01-04,RTP,272846
2024-01-04,Tren Ligero,46946
2024-01-04,Cablebús,116684
2024-01-04,Trolebús,263155
2024-01-05,Metro,3123693
2024-01-05,Ecobici,46362
2024-01-05,Metrobús,1513206
2024-01-05,RTP,270354
2024-01-05,Tren Ligero,61134
2024-01-05,Cablebús,126944
2024-01-05,Trolebús,260050
2024-01-06,Metro,2256105
2024-01-06,Ecobici,30576
2024-01-06,Metrobús,1008172
2024-01-06,RTP,181058
2024-01-06,Tren Ligero,44522
2024-01-06,Cablebús,102718
2024-01-06,Trolebús,186514
2024-01-07,Metro,1536902
2024-01-07,Ecobici,29514
2024-01-07,Metrobús,737271
2024-01-07,RTP,141131
2024-01-07,Tren Ligero,29109
2024-01-07,Cablebús,79730
2024-01-07,Trolebús,136502
2024-01-08,Metro,3047580
2024-01-08,Ecobici,53621
2024-01-08,Metrobús,1581374
2024-01-08,RTP,301251
2024-01-08,Tren Ligero,70893
2024-01-08,Cablebús,120743
2024-01-08,Trolebús,280283
2024-01-09,Metro,3178209
2024-01-09,Ecobici,57544
2024-01-09,Metrobús,1632626
2024-01-09,RTP,305188
2024-01-09,Tren Ligero,74474
2024-01-09,Cablebús,125310
2024-01-09,Trolebús,280672
2024-01-10,Metro,3260227
2024-01-10,Ecobici,58574
2024-01-10,Metrobús,1645538
2024-01-10,RTP,310121
2024-01-10,Tren Ligero,72407
2024-01-10,Cablebús,124518
2024-01-10,Trolebús,284149
2024-01-11,Metro,3264062
2024-01-11,Ecobici,58606
2024-01-11,Metrobús,1642057
2024-01-11,RTP,307287
2024-01-11,Tren Ligero,74324
2024-01-11,Cablebús,124791
2024-01-11,Trolebús,282520
2024-01-12,Metro,3342612
2024-01-12,Ecobici,56649
2024-01-12,Metrobús,1673850
2024-01-12,RTP,319906
2024-01-12,Tren Ligero,73541
2024-01-12,Cablebús,127009
2024-01-12,Trolebús,280570
2024-01-13,Metro,2603241
2024-01-13,Ecobici,35273
2024-01-13,Metrobús,1156051
2024-01-13,RTP,214440
2024-01-13,Tren Ligero,51538
2024-01-13,Cablebús,110289
2024-01-13,Trolebús,198934
2024-01-14,Metro,1617833
2024-01-14,Ecobici,35798
2024-01-14,Metrobús,788465
2024-01-14,RTP,156061
2024-01-14,Tren Ligero,31846
2024-01-14,Cablebús,80672
2024-01-14,Trolebús,138795
2024-01-15,Metro,3258183
2024-01-15,Ecobici,58512
2024-01-15,Metrobús,1666457
2024-01-15,RTP,335160
2024-01-15,Tren Ligero,75516
2024-01-15,Cablebús,127946
2024-01-15,Trolebús,286062
2024-01-16,Metro,3279691
2024-01-16,Ecobici,62494
2024-01-16,Metrobús,1653129
2024-01-16,RTP,325629
2024-01-16,Tren Ligero,74198
2024-01-16,Cablebús,124826
2024-01-16,Trolebús,290560
2024-01-17,Metro,3302497
2024-01-17,Ecobici,63219
2024-01-17,Metrobús,1670637
2024-01-17,RTP,324481
2024-01-17,Tren Ligero,74910
2024-01-17,Cablebús,130449
2024-01-17,Trolebús,292358
2024-01-18,Metro,3306763
2024-01-18,Ecobici,62627
2024-01-18,Metrobús,1655095
2024-01-18,RTP,331085
2024-01-18,Tren Ligero,76670
2024-01-18,Cablebús,128922
2024-01-18,Trolebús,288416
2024-01-19,Metro,3314276
2024-01-19,Ecobici,60082
2024-01-19,Metrobús,1680360
2024-01-19,RTP,327168
2024-01-19,Tren Ligero,75946
2024-01-19,Cablebús,128276
2024-01-19,Trolebús,287092
2024-01-20,Metro,2604067
2024-01-20,Ecobici,36205
2024-01-20,Metrobús,1145736
2024-01-20,RTP,217580
2024-01-20,Tren Ligero,60187
2024-01-20,Cablebús,112046
2024-01-20,Trolebús,206931
2024-01-21,Metro,1588806
2024-01-21,Ecobici,32550
2024-01-21,Metrobús,752383
2024-01-21,RTP,153857
2024-01-21,Tren Ligero,29281
2024-01-21,Cablebús,79700
2024-01-21,Trolebús,139118
2024-01-22,Metro,3181588
2024-01-22,Ecobici,60167
2024-01-22,Metrobús,1627590
2024-01-22,RTP,337974
2024-01-22,Tren Ligero,72385
2024-01-22,Cablebús,126154
2024-01-22,Trolebús,281527
2024-01-23,Metro,3226778
2024-01-23,Ecobici,64058
2024-01-23,Metrobús,1646301
2024-01-23,RTP,321516
2024-01-23,Tren Ligero,74517
2024-01-23,Cablebús,126794
2024-01-23,Trolebús,288947
2024-01-24,Metro,3277911
2024-01-24,Ecobici,64538
2024-01-24,Metrobús,1677982
2024-01-24,RTP,329733
2024-01-24,Tren Ligero,75168
2024-01-24,Cablebús,127131
2024-01-24,Trolebús,291132
2024-01-25,Metro,3307144
2024-01-25,Ecobici,64662
2024-01-25,Metrobús,1645950
2024-01-25,RTP,327556
2024-01-25,Tren Ligero,74843
2024-01-25,Cablebús,127151
2024-01-25,Trolebús,286952
2024-01-26,Metro,3428979
2024-01-26,Ecobici,61267
2024-01-26,Metrobús,1698725
2024-01-26,RTP,331597
2024-01-26,Tren Ligero,78001
2024-01-26,Cablebús,128028
2024-01-26,Trolebús,282845
2024-01-27,Metro,2644017
2024-01-27,Ecobici,37833
2024-01-27,Metrobús,1101142
2024-01-27,RTP,223316
2024-01-27,Tren Ligero,53040
2024-01-27,Cablebús,114757
2024-01-27,Trolebús,206280
2024-01-28,Metro,1663652
2024-01-28,Ecobici,36189
2024-01-28,Metrobús,817643
2024-01-28,RTP,159753
2024-01-28,Tren Ligero,33125
2024-01-28,Cablebús,83663
2024-01-28,Trolebús,146069
2024-01-29,Metro,3250358
2024-01-29,Ecobici,59939
2024-01-29,Metrobús,1615589
2024-01-29,RTP,350812
2024-01-29,Tren Ligero,75321
2024-01-29,Cablebús,124985
2024-01-29,Trolebús,286980
2024-01-30,Metro,3376264
2024-01-30,Ecobici,65685
2024-01-30,Metrobús,1651530
2024-01-30,RTP,348223
2024-01-30,Tren Ligero,74694
2024-01-30,Cablebús,125542
2024-01-30,Trolebús,289937
2024-01-31,Metro,3466193
2024-01-31,Ecobici,66527
2024-01-31,Metrobús,1657983
2024-01-31,RTP,358207
2024-01-31,Tren Ligero,73046
2024-01-31,Cablebús,127427
2024-01-31,Trolebús,289633
2024-02-01,Metro,3494757
2024-02-01,Ecobici,62597
2024-02-01,Metrobús,1716982
2024-02-01,RTP,348503
2024-02-01,Tren Ligero,74851
2024-02-01,Cablebús,128330
2024-02-01,Trolebús,290138
2024-02-02,Metro,3559247
2024-02-02,Ecobici,61644
2024-02-02,Metrobús,1650173
2024-02-02,RTP,346602
2024-02-02,Tren Ligero,72871
2024-02-02,Cablebús,135104
2024-02-02,Trolebús,290022
2024-02-03,Metro,2777804
2024-02-03,Ecobici,37010
2024-02-03,Metrobús,1168678
2024-02-03,RTP,237180
2024-02-03,Tren Ligero,58162
2024-02-03,Cablebús,116013
2024-02-03,Trolebús,206602
2024-02-04,Metro,1774388
2024-02-04,Ecobici,38677
2024-02-04,Metrobús,774024
2024-02-04,RTP,171956
2024-02-04,Tren Ligero,32031
2024-02-04,Cablebús,87052
2024-02-04,Trolebús,150995
2024-02-05,Metro,1852827
2024-02-05,Ecobici,33929
2024-02-05,Metrobús,859831
2024-02-05,RTP,191633
2024-02-05,Tren Ligero,35472
2024-02-05,Cablebús,83848
2024-02-05,Trolebús,157298
2024-02-06,Metro,3476083
2024-02-06,Ecobici,65233
2024-02-06,Metrobús,1700202
2024-02-06,RTP,361856
2024-02-06,Tren Ligero,74722
2024-02-06,Cablebús,130684
2024-02-06,Trolebús,299186
2024-02-07,Metro,3519721
2024-02-07,Ecobici,67546
2024-02-07,Metrobús,1698862
2024-02-07,RTP,358213
2024-02-07,Tren Ligero,73264
2024-02-07,Cablebús,130618
2024-02-07,Trolebús,292510
2024-02-08,Metro,3526864
2024-02-08,Ecobici,67471
2024-02-08,Metrobús,1703901
2024-02-08,RTP,358694
2024-02-08,Tren Ligero,85258
2024-02-08,Cablebús,129358
2024-02-08,Trolebús,296698
2024-02-09,Metro,3621113
2024-02-09,Ecobici,65825
2024-02-09,Metrobús,1736594
2024-02-09,RTP,364525
2024-02-09,Tren Ligero,89737
2024-02-09,Cablebús,131653
2024-02-09,Trolebús,300835
2024-02-10,Metro,2858814
2024-02-10,Ecobici,41877
2024-02-10,Metrobús,1176174
2024-02-10,RTP,248424
2024-02-10,Tren Ligero,65751
2024-02-10,Cablebús,115338
2024-02-10,Trolebús,210322
2024-02-11,Metro,1784250
2024-02-11,Ecobici,39112
2024-02-11,Metrobús,809205
2024-02-11,RTP,179850
2024-02-11,Tren Ligero,33839
2024-02-11,Cablebús,83663
2024-02-11,Trolebús,151434
2024-02-12,Metro,3511497
2024-02-12,Ecobici,63936
2024-02-12,Metrobús,1622683
2024-02-12,RTP,360210
2024-02-12,Tren Ligero,71689
2024-02-12,Cablebús,129287
2024-02-12,Trolebús,287489
2024-02-13,Metro,3669617
2024-02-13,Ecobici,70319
2024-02-13,Metrobús,1707467
2024-02-13,RTP,354063
2024-02-13,Tren Ligero,81139
2024-02-13,Cablebús,136710
2024-02-13,Trolebús,302961
2024-02-14,Metro,3703593
2024-02-14,Ecobici,69029
2024-02-14,Metrobús,1783963
2024-02-14,RTP,358972
2024-02-14,Tren Ligero,80994
2024-02-14,Cablebús,135528
2024-02-14,Trolebús,305560
2024-02-15,Metro,3608612
2024-02-15,Ecobici,67927
2024-02-15,Metrobús,1720528
2024-02-15,RTP,359641
2024-02-15,Tren Ligero,80375
2024-02-15,Cablebús,130069
2024-02-15,Trolebús,297887
2024-02-16,Metro,3721087
2024-02-16,Ecobici,64866
2024-02-16,Metrobús,1739210
2024-02-16,RTP,360956
2024-02-16,Tren Ligero,82479
2024-02-16,Cablebús,133412
